# This table combines: (1) a validated ML risk model (see model_card.md), (2) real engagement survey data covering 49.7% of employees (Step 13 -- do not generalize to the rest), (3) O*NET role mappings with confidence levels ranging from very_low to medium -- none are exact matches (see data_relationships.md Open Issue #1), and (4) SYNTHETIC skill-gap and recommendation data (Steps 15-18) that has NOT been validated against real employee skill records. Sections 3 and 4 are illustrative of MVP capability, not production-ready HR guidance.
EmployeeNumber,Department,JobRole,RiskScore,RiskLevel,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,ONET_Title,ONET_Confidence,SkillGapCount,SkillGapSeverity,Top3Recommendations 
1562,Sales,Sales Executive,0.3077,LOW,3.0,2.0,1.0,Sales Managers,low,0.0,LOW,None - No skill gaps identified
1563,Human Resources,Human Resources,0.5967,HIGH,1.0,4.0,3.0,Human Resources Specialists,medium,3.0,LOW,"Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows; Vector Graphics, Infographics & Brand Asset Design in Adobe Illustrator; Corporate Layout Design, Multi-Page Publishing & Pitch Decks with InDesign"
1564,Research & Development,Laboratory Technician,0.5387,HIGH,4.0,1.0,4.0,Medical and Clinical Laboratory Technicians,medium,3.0,LOW,"Technical & Regulatory Documentation Analysis Workshop; Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp"
1568,Sales,Sales Executive,0.7398,HIGH,1.0,2.0,3.0,Sales Managers,low,5.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop
1569,Research & Development,Laboratory Technician,0.8876,HIGH,1.0,3.0,1.0,Medical and Clinical Laboratory Technicians,medium,5.0,MEDIUM,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Google Workspace Collaboration: Document Co-Authoring & Cloud Governance"
1572,Research & Development,Manufacturing Director,0.0042,LOW,2.0,4.0,3.0,Industrial Production Managers,low,0.0,LOW,None - No skill gaps identified
1573,Research & Development,Manufacturing Director,0.1789,LOW,1.0,1.0,3.0,Industrial Production Managers,low,4.0,MEDIUM,"Technical & Regulatory Documentation Analysis Workshop; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows; Motion Graphics, Video Storytelling & Product Animation with After Effects"
1574,Research & Development,Research Scientist,0.1648,LOW,,,,Computer and Information Research Scientists,medium,5.0,MEDIUM,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Technical & Regulatory Documentation Analysis Workshop; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1576,Research & Development,Research Scientist,0.2158,LOW,5.0,2.0,3.0,Computer and Information Research Scientists,medium,2.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Empathetic Leadership & Active Listening for Cross-Functional Collaboration
1577,Research & Development,Research Scientist,0.5838,HIGH,5.0,2.0,1.0,Computer and Information Research Scientists,medium,3.0,LOW,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; AWS Solutions Architect: Core Cloud Services, IAM & Architecture Design"
1578,Sales,Manager,0.0351,LOW,5.0,5.0,1.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1580,Research & Development,Research Scientist,0.2752,LOW,1.0,1.0,5.0,Computer and Information Research Scientists,medium,5.0,MEDIUM,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Technical & Regulatory Documentation Analysis Workshop; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1581,Research & Development,Research Scientist,0.2569,LOW,1.0,3.0,5.0,Computer and Information Research Scientists,medium,3.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Continuous Professional Learning & Rapid Skill Acquisition Frameworks; Cloud Data Warehousing & High-Performance SQL Analytics with Amazon Redshift
1582,Sales,Sales Executive,0.1299,LOW,2.0,1.0,5.0,Sales Managers,low,0.0,LOW,None - No skill gaps identified
1583,Sales,Sales Executive,0.5097,HIGH,3.0,3.0,3.0,Sales Managers,low,5.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop
1585,Sales,Sales Executive,0.3966,LOW,5.0,4.0,4.0,Sales Managers,low,4.0,MEDIUM,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Operational Process Auditing & KPI Performance Monitoring Protocols; Java & Multi-Language Software Development with Eclipse IDE & Git Plugins
1586,Research & Development,Laboratory Technician,0.5798,HIGH,3.0,3.0,4.0,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,"Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
1587,Research & Development,Healthcare Representative,0.5691,HIGH,4.0,5.0,3.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,1.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration
1588,Sales,Sales Executive,0.1558,LOW,1.0,5.0,5.0,Sales Managers,low,1.0,LOW,Operational Process Auditing & KPI Performance Monitoring Protocols
1590,Research & Development,Healthcare Representative,0.0607,LOW,5.0,1.0,3.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,5.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Continuous Professional Learning & Rapid Skill Acquisition Frameworks
1591,Sales,Manager,0.3417,LOW,4.0,3.0,1.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1592,Research & Development,Research Scientist,0.1016,LOW,1.0,1.0,4.0,Computer and Information Research Scientists,medium,5.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Continuous Professional Learning & Rapid Skill Acquisition Frameworks; NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability
1594,Research & Development,Laboratory Technician,0.8893,HIGH,1.0,1.0,4.0,Medical and Clinical Laboratory Technicians,medium,2.0,LOW,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training"
1595,Research & Development,Manager,0.0394,LOW,3.0,4.0,3.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1596,Research & Development,Laboratory Technician,0.3042,LOW,,,,Medical and Clinical Laboratory Technicians,medium,2.0,LOW,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Time Management, Calendar Optimization & Executive Email Triage in Outlook"
1597,Research & Development,Healthcare Representative,0.4445,HIGH,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,2.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Business & Technical Writing: Structuring Executive Summaries & Proposals
1598,Sales,Sales Executive,0.2525,LOW,,,,Sales Managers,low,3.0,LOW,Technical & Regulatory Documentation Analysis Workshop; Strategic Problem Solving & Root Cause Decision Analysis Seminar; Java & Multi-Language Software Development with Eclipse IDE & Git Plugins
1599,Research & Development,Laboratory Technician,0.4088,HIGH,4.0,5.0,2.0,Medical and Clinical Laboratory Technicians,medium,3.0,LOW,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Strategic Problem Solving & Root Cause Decision Analysis Seminar; Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training"
1601,Research & Development,Laboratory Technician,0.1965,LOW,4.0,2.0,5.0,Medical and Clinical Laboratory Technicians,medium,5.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Strategic Problem Solving & Root Cause Decision Analysis Seminar; Google Workspace Collaboration: Document Co-Authoring & Cloud Governance
1602,Sales,Manager,0.057,LOW,2.0,1.0,3.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1604,Research & Development,Laboratory Technician,0.8604,HIGH,1.0,5.0,1.0,Medical and Clinical Laboratory Technicians,medium,3.0,LOW,"Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; MEDITECH EHR Clinical Data Management & Laboratory Information Systems Track; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
1605,Research & Development,Research Scientist,0.5872,HIGH,2.0,3.0,3.0,Computer and Information Research Scientists,medium,3.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Continuous Professional Learning & Rapid Skill Acquisition Frameworks; AWS Infrastructure as Code: CloudFormation & CDK Automated Deployments
1606,Research & Development,Healthcare Representative,0.5072,HIGH,5.0,4.0,3.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,0.0,LOW,None - No skill gaps identified
1607,Research & Development,Research Scientist,0.0212,LOW,3.0,5.0,5.0,Computer and Information Research Scientists,medium,4.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability
1608,Research & Development,Research Director,0.0123,LOW,2.0,4.0,3.0,Natural Sciences Managers,low,1.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration
1609,Research & Development,Research Scientist,0.4677,HIGH,5.0,5.0,4.0,Computer and Information Research Scientists,medium,4.0,MEDIUM,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Continuous Professional Learning & Rapid Skill Acquisition Frameworks; AWS Compute Architecture: Scalable EC2 Fleet Management & Auto-Scaling
1611,Research & Development,Laboratory Technician,0.8887,HIGH,1.0,2.0,2.0,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,"Time Management, Calendar Optimization & Executive Email Triage in Outlook"
1612,Sales,Sales Executive,0.654,HIGH,5.0,5.0,3.0,Sales Managers,low,2.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Java & Multi-Language Software Development with Eclipse IDE & Git Plugins
1613,Sales,Sales Executive,0.5688,HIGH,4.0,2.0,1.0,Sales Managers,low,6.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Operational Process Auditing & KPI Performance Monitoring Protocols; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1614,Research & Development,Manufacturing Director,0.727,HIGH,1.0,4.0,2.0,Industrial Production Managers,low,4.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop; Corporate Layout Design, Multi-Page Publishing & Pitch Decks with InDesign"
1615,Research & Development,Manufacturing Director,0.2093,LOW,1.0,1.0,3.0,Industrial Production Managers,low,0.0,LOW,None - No skill gaps identified
1617,Research & Development,Laboratory Technician,0.2299,LOW,5.0,1.0,2.0,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1618,Research & Development,Manufacturing Director,0.0884,LOW,2.0,5.0,4.0,Industrial Production Managers,low,2.0,LOW,"Motion Graphics, Video Storytelling & Product Animation with After Effects; Corporate Layout Design, Multi-Page Publishing & Pitch Decks with InDesign"
1619,Research & Development,Laboratory Technician,0.152,LOW,,,,Medical and Clinical Laboratory Technicians,medium,3.0,LOW,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; MEDITECH EHR Clinical Data Management & Laboratory Information Systems Track"
1621,Research & Development,Research Scientist,0.0529,LOW,4.0,1.0,3.0,Computer and Information Research Scientists,medium,1.0,LOW,NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability
1622,Research & Development,Manufacturing Director,0.5961,HIGH,1.0,5.0,5.0,Industrial Production Managers,low,5.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop; Motion Graphics, Video Storytelling & Product Animation with After Effects"
1623,Research & Development,Research Scientist,0.1701,LOW,1.0,2.0,2.0,Computer and Information Research Scientists,medium,7.0,HIGH,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration
1624,Sales,Sales Representative,0.9722,HIGH,5.0,1.0,3.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,5.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Technical & Regulatory Documentation Analysis Workshop; Business & Technical Writing: Structuring Executive Summaries & Proposals
1625,Human Resources,Manager,0.0756,LOW,5.0,2.0,2.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1627,Research & Development,Laboratory Technician,0.0768,LOW,4.0,4.0,1.0,Medical and Clinical Laboratory Technicians,medium,0.0,LOW,None - No skill gaps identified
1628,Research & Development,Manufacturing Director,0.1719,LOW,4.0,4.0,2.0,Industrial Production Managers,low,1.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1630,Research & Development,Healthcare Representative,0.0052,LOW,4.0,3.0,2.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,2.0,LOW,Technical & Regulatory Documentation Analysis Workshop; Inbound Sales & CRM Pipeline Optimization with HubSpot Sales Hub
1631,Research & Development,Manufacturing Director,0.1698,LOW,2.0,4.0,1.0,Industrial Production Managers,low,3.0,LOW,"Technical & Regulatory Documentation Analysis Workshop; Motion Graphics, Video Storytelling & Product Animation with After Effects; Commercial Image Retouching & Asset Production with Adobe Photoshop"
1633,Research & Development,Manufacturing Director,0.3313,LOW,4.0,3.0,2.0,Industrial Production Managers,low,2.0,LOW,Operational Process Auditing & KPI Performance Monitoring Protocols; Empathetic Leadership & Active Listening for Cross-Functional Collaboration
1635,Research & Development,Manufacturing Director,0.0031,LOW,4.0,4.0,2.0,Industrial Production Managers,low,0.0,LOW,None - No skill gaps identified
1638,Research & Development,Manufacturing Director,0.1365,LOW,2.0,4.0,5.0,Industrial Production Managers,low,1.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1639,Sales,Sales Executive,0.7623,HIGH,1.0,2.0,1.0,Sales Managers,low,0.0,LOW,None - No skill gaps identified
1640,Research & Development,Research Scientist,0.2759,LOW,2.0,4.0,1.0,Computer and Information Research Scientists,medium,0.0,LOW,None - No skill gaps identified
1641,Research & Development,Manufacturing Director,0.6042,HIGH,5.0,4.0,4.0,Industrial Production Managers,low,3.0,LOW,"Operational Process Auditing & KPI Performance Monitoring Protocols; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
1642,Human Resources,Human Resources,0.825,HIGH,3.0,2.0,2.0,Human Resources Specialists,medium,0.0,LOW,None - No skill gaps identified
1644,Research & Development,Manager,0.0446,LOW,3.0,1.0,1.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1645,Sales,Sales Executive,0.8939,HIGH,5.0,5.0,5.0,Sales Managers,low,6.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop
1646,Research & Development,Research Scientist,0.8364,HIGH,2.0,2.0,1.0,Computer and Information Research Scientists,medium,3.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; AWS Infrastructure as Code: CloudFormation & CDK Automated Deployments
1647,Research & Development,Research Scientist,0.4022,HIGH,4.0,2.0,5.0,Computer and Information Research Scientists,medium,5.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Continuous Professional Learning & Rapid Skill Acquisition Frameworks
1648,Research & Development,Research Scientist,0.3597,LOW,4.0,4.0,5.0,Computer and Information Research Scientists,medium,7.0,HIGH,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Technical & Regulatory Documentation Analysis Workshop; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1649,Research & Development,Laboratory Technician,0.9517,HIGH,3.0,1.0,2.0,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
1650,Sales,Sales Executive,0.8476,HIGH,5.0,1.0,3.0,Sales Managers,low,3.0,LOW,"Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows; Bentley MicroStation CAD: 2D/3D Infrastructure Drafting & Asset Modeling; Java & Multi-Language Software Development with Eclipse IDE & Git Plugins"
1651,Research & Development,Healthcare Representative,0.1851,LOW,4.0,4.0,4.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,5.0,MEDIUM,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Technical & Regulatory Documentation Analysis Workshop; macOS for Enterprise: Advanced Terminal, Security & Productivity Tooling"
1653,Research & Development,Manufacturing Director,0.0103,LOW,2.0,4.0,5.0,Industrial Production Managers,low,0.0,LOW,None - No skill gaps identified
1654,Research & Development,Manufacturing Director,0.2161,LOW,2.0,3.0,3.0,Industrial Production Managers,low,3.0,LOW,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows; Corporate Layout Design, Multi-Page Publishing & Pitch Decks with InDesign"
1655,Research & Development,Research Director,0.0239,LOW,3.0,1.0,2.0,Natural Sciences Managers,low,3.0,LOW,Technical & Regulatory Documentation Analysis Workshop; Operational Process Auditing & KPI Performance Monitoring Protocols; Relational Database Design & SQL Querying with Microsoft Access
1656,Research & Development,Research Director,0.0043,LOW,1.0,4.0,5.0,Natural Sciences Managers,low,0.0,LOW,None - No skill gaps identified
1657,Sales,Sales Representative,0.5504,HIGH,1.0,5.0,1.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,3.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Technical & Regulatory Documentation Analysis Workshop; Continuous Professional Learning & Rapid Skill Acquisition Frameworks
1658,Research & Development,Research Scientist,0.034,LOW,2.0,1.0,2.0,Computer and Information Research Scientists,medium,0.0,LOW,None - No skill gaps identified
1659,Research & Development,Laboratory Technician,0.5927,HIGH,4.0,5.0,5.0,Medical and Clinical Laboratory Technicians,medium,2.0,LOW,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training"
1661,Research & Development,Healthcare Representative,0.0376,LOW,5.0,4.0,4.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,0.0,LOW,None - No skill gaps identified
1662,Research & Development,Manufacturing Director,0.0215,LOW,2.0,4.0,5.0,Industrial Production Managers,low,3.0,LOW,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Technical & Regulatory Documentation Analysis Workshop; Motion Graphics, Video Storytelling & Product Animation with After Effects"
1664,Research & Development,Healthcare Representative,0.0551,LOW,2.0,1.0,1.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,2.0,LOW,Advanced Statistical Inference & Predictive Modeling using IBM SPSS; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp
1665,Research & Development,Manager,0.0098,LOW,4.0,2.0,3.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1666,Research & Development,Research Director,0.024,LOW,3.0,3.0,4.0,Natural Sciences Managers,low,0.0,LOW,None - No skill gaps identified
1667,Sales,Sales Executive,0.5921,HIGH,1.0,3.0,5.0,Sales Managers,low,0.0,LOW,None - No skill gaps identified
1668,Research & Development,Research Scientist,0.0095,LOW,2.0,1.0,3.0,Computer and Information Research Scientists,medium,0.0,LOW,None - No skill gaps identified
1669,Sales,Sales Executive,0.725,HIGH,3.0,1.0,2.0,Sales Managers,low,0.0,LOW,None - No skill gaps identified
1670,Sales,Sales Executive,0.0334,LOW,2.0,2.0,2.0,Sales Managers,low,2.0,LOW,Operational Process Auditing & KPI Performance Monitoring Protocols; Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management
1671,Research & Development,Research Scientist,0.0278,LOW,5.0,3.0,5.0,Computer and Information Research Scientists,medium,0.0,LOW,None - No skill gaps identified
1673,Sales,Sales Executive,0.2155,LOW,3.0,5.0,5.0,Sales Managers,low,4.0,MEDIUM,"Technical & Regulatory Documentation Analysis Workshop; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows; Bentley MicroStation CAD: 2D/3D Infrastructure Drafting & Asset Modeling"
1674,Research & Development,Laboratory Technician,0.5999,HIGH,1.0,5.0,5.0,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Strategic Problem Solving & Root Cause Decision Analysis Seminar; Google Workspace Collaboration: Document Co-Authoring & Cloud Governance
1675,Research & Development,Laboratory Technician,0.6698,HIGH,4.0,1.0,4.0,Medical and Clinical Laboratory Technicians,medium,5.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Google Workspace Collaboration: Document Co-Authoring & Cloud Governance"
1676,Sales,Manager,0.0244,LOW,2.0,5.0,1.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1677,Research & Development,Manager,0.1292,LOW,5.0,4.0,5.0,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
1678,Sales,Sales Executive,0.5214,HIGH,2.0,1.0,1.0,Sales Managers,low,5.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop
1680,Sales,Sales Representative,0.8517,HIGH,5.0,4.0,5.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,6.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Business & Technical Writing: Structuring Executive Summaries & Proposals; Continuous Professional Learning & Rapid Skill Acquisition Frameworks
1681,Sales,Sales Executive,0.175,LOW,2.0,3.0,4.0,Sales Managers,low,3.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Technical & Regulatory Documentation Analysis Workshop; Strategic Problem Solving & Root Cause Decision Analysis Seminar
1682,Research & Development,Healthcare Representative,0.4232,HIGH,5.0,3.0,4.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,2.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp
1683,Human Resources,Human Resources,0.2121,LOW,2.0,4.0,4.0,Human Resources Specialists,medium,6.0,MEDIUM,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Business & Technical Writing: Structuring Executive Summaries & Proposals; Strategic Problem Solving & Root Cause Decision Analysis Seminar
1684,Research & Development,Laboratory Technician,0.8701,HIGH,2.0,4.0,3.0,Medical and Clinical Laboratory Technicians,medium,6.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; MEDITECH EHR Clinical Data Management & Laboratory Information Systems Track
1687,Research & Development,Laboratory Technician,0.1316,LOW,3.0,4.0,5.0,Medical and Clinical Laboratory Technicians,medium,5.0,MEDIUM,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Strategic Problem Solving & Root Cause Decision Analysis Seminar; Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training"
1689,Research & Development,Healthcare Representative,0.1014,LOW,5.0,3.0,5.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,4.0,MEDIUM,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; macOS for Enterprise: Advanced Terminal, Security & Productivity Tooling; Inbound Sales & CRM Pipeline Optimization with HubSpot Sales Hub"
1691,Sales,Sales Representative,0.4513,HIGH,3.0,1.0,2.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,0.0,LOW,None - No skill gaps identified
1692,Research & Development,Laboratory Technician,0.6326,HIGH,2.0,2.0,1.0,Medical and Clinical Laboratory Technicians,medium,6.0,MEDIUM,"Technical & Regulatory Documentation Analysis Workshop; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training"
1693,Research & Development,Laboratory Technician,0.0788,LOW,3.0,5.0,1.0,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration
1694,Research & Development,Research Scientist,0.399,LOW,3.0,5.0,3.0,Computer and Information Research Scientists,medium,5.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Continuous Professional Learning & Rapid Skill Acquisition Frameworks; AWS Compute Architecture: Scalable EC2 Fleet Management & Auto-Scaling
1696,Research & Development,Laboratory Technician,0.0653,LOW,4.0,4.0,1.0,Medical and Clinical Laboratory Technicians,medium,0.0,LOW,None - No skill gaps identified
1697,Research & Development,Healthcare Representative,0.0228,LOW,1.0,5.0,2.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,9.0,HIGH,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop
1698,Research & Development,Laboratory Technician,0.0294,LOW,3.0,5.0,4.0,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,Google Workspace Collaboration: Document Co-Authoring & Cloud Governance
1700,Sales,Sales Executive,0.2284,LOW,5.0,2.0,4.0,Sales Managers,low,2.0,LOW,"Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management; B2B Social Media Marketing, Meta Business Suite & Targeted Outreach Campaigns"
1701,Research & Development,Research Scientist,0.2268,LOW,5.0,3.0,2.0,Computer and Information Research Scientists,medium,0.0,LOW,None - No skill gaps identified
1702,Sales,Sales Representative,0.7462,HIGH,4.0,1.0,2.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,4.0,MEDIUM,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop; Continuous Professional Learning & Rapid Skill Acquisition Frameworks
1703,Research & Development,Healthcare Representative,0.0838,LOW,1.0,1.0,4.0,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,2.0,LOW,Business & Technical Writing: Structuring Executive Summaries & Proposals; Advanced Statistical Inference & Predictive Modeling using IBM SPSS
1704,Research & Development,Research Scientist,0.7131,HIGH,4.0,4.0,3.0,Computer and Information Research Scientists,medium,2.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Cloud Data Warehousing & High-Performance SQL Analytics with Amazon Redshift
1706,Sales,Sales Executive,0.2131,LOW,3.0,2.0,5.0,Sales Managers,low,0.0,LOW,None - No skill gaps identified
1707,Research & Development,Research Scientist,0.0567,LOW,5.0,4.0,3.0,Computer and Information Research Scientists,medium,5.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
1708,Sales,Sales Executive,0.4086,HIGH,4.0,5.0,4.0,Sales Managers,low,0.0,LOW,None - No skill gaps identified
