# SYNTHETIC DATA — employee current-skill possession was not present in any source file and has been simulated using a tenure/training-based heuristic for MVP demonstration purposes only. This must NOT be presented to stakeholders as real observed skill data. Real deployment requires an actual skills inventory (HRIS export, LMS completion records, or self-assessment survey).
EmployeeNumber,JobRole,missing_skills,gap_count,total_required,gap_percentage,severity
1331,Sales Representative,Speaking; Writing; Active Learning; IBM SPSS Statistics; Microsoft Office software,5,10,0.5,MEDIUM
1333,Laboratory Technician,Reading Comprehension; Speaking,2,10,0.2,LOW
1340,Research Scientist,Critical Thinking; Speaking; Active Learning; Amazon DynamoDB; Amazon Redshift,5,10,0.5,MEDIUM
1344,Healthcare Representative,Reading Comprehension,1,10,0.1,LOW
1346,Research Scientist,Reading Comprehension,1,10,0.1,LOW
1349,Sales Executive,Monitoring; Eclipse IDE,2,10,0.2,LOW
1350,Research Scientist,Amazon Elastic Compute Cloud EC2,1,10,0.1,LOW
1355,Sales Executive,Active Listening,1,10,0.1,LOW
1356,Sales Executive,None,0,10,0.0,LOW
1358,Laboratory Technician,Reading Comprehension; Science,2,10,0.2,LOW
1360,Manufacturing Director,Active Listening,1,10,0.1,LOW
1361,Laboratory Technician,Active Listening; Critical Thinking; Microsoft Outlook,3,10,0.3,LOW
1362,Sales Executive,Facebook,1,10,0.1,LOW
1363,Manufacturing Director,None,0,10,0.0,LOW
1364,Sales Representative,Reading Comprehension; Writing; Apple macOS; HubSpot software; Microsoft Office software,5,10,0.5,MEDIUM
1367,Manufacturing Director,Reading Comprehension; Active Listening; Adobe Acrobat; Adobe InDesign,4,10,0.4,MEDIUM
1368,Laboratory Technician,Critical Thinking; Speaking; Google Docs; MEDITECH software; Microsoft Excel; Microsoft Outlook,6,10,0.6,MEDIUM
1369,Laboratory Technician,Active Listening; Microsoft Excel; Microsoft Outlook,3,10,0.3,LOW
1371,Sales Executive,None,0,10,0.0,LOW
1372,Sales Executive,None,0,10,0.0,LOW
1373,Manufacturing Director,None,0,10,0.0,LOW
1374,Research Scientist,Amazon Redshift; Amazon Web Services AWS software,2,10,0.2,LOW
1375,Healthcare Representative,Active Listening,1,10,0.1,LOW
1377,Laboratory Technician,Microsoft Excel,1,10,0.1,LOW
1379,Sales Representative,Speaking; Active Learning; HubSpot software; Microsoft Excel,4,10,0.4,MEDIUM
1380,Sales Executive,Speaking; Critical Thinking; Adobe Acrobat; Bentley MicroStation; Eclipse IDE,5,10,0.5,MEDIUM
1382,Research Scientist,Active Listening; Amazon Web Services AWS CloudFormation,2,10,0.2,LOW
1383,Healthcare Representative,Apple macOS,1,10,0.1,LOW
1387,Sales Executive,Active Listening; Speaking; Reading Comprehension,3,10,0.3,LOW
1389,Manufacturing Director,None,0,10,0.0,LOW
1390,Sales Executive,Critical Thinking; Bentley MicroStation,2,10,0.2,LOW
1391,Sales Executive,Adobe Acrobat; Eclipse IDE,2,10,0.2,LOW
1392,Research Scientist,Amazon Redshift,1,10,0.1,LOW
1394,Research Scientist,Critical Thinking; Amazon Redshift; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,4,10,0.4,MEDIUM
1395,Sales Executive,Active Listening; Reading Comprehension; Critical Thinking; Adobe Acrobat; Eclipse IDE; Facebook,6,10,0.6,MEDIUM
1396,Sales Executive,Speaking; Monitoring; Adobe Creative Cloud software; Facebook,4,10,0.4,MEDIUM
1397,Healthcare Representative,Reading Comprehension; Active Learning,2,10,0.2,LOW
1399,Sales Executive,Adobe Creative Cloud software; Bentley MicroStation; Eclipse IDE,3,10,0.3,LOW
1401,Manufacturing Director,Critical Thinking; Monitoring; Active Listening; Adobe Acrobat; Adobe After Effects,5,10,0.5,MEDIUM
1402,Research Scientist,None,0,10,0.0,LOW
1403,Sales Executive,Eclipse IDE; Facebook,2,10,0.2,LOW
1405,Research Scientist,Critical Thinking; Active Listening; Speaking; Active Learning; Amazon Redshift,5,10,0.5,MEDIUM
1407,Research Scientist,Critical Thinking; Active Learning; Amazon Redshift; Amazon Web Services AWS CloudFormation,4,10,0.4,MEDIUM
1409,Laboratory Technician,Reading Comprehension; Active Listening; Microsoft Excel; Microsoft Office software,4,10,0.4,MEDIUM
1411,Laboratory Technician,Science; Google Docs; Microsoft Excel,3,10,0.3,LOW
1412,Manufacturing Director,Monitoring; Active Listening; Autodesk AutoCAD,3,10,0.3,LOW
1415,Laboratory Technician,Active Listening; Critical Thinking; Speaking; Google Docs,4,10,0.4,MEDIUM
1417,Laboratory Technician,Science; Microsoft Office software,2,10,0.2,LOW
1419,Human Resources,None,0,10,0.0,LOW
1420,Laboratory Technician,Critical Thinking; Science,2,10,0.2,LOW
1421,Healthcare Representative,Speaking; Active Learning; IBM SPSS Statistics,3,10,0.3,LOW
1422,Research Director,None,0,10,0.0,LOW
1423,Research Director,None,0,10,0.0,LOW
1424,Research Director,None,0,10,0.0,LOW
1425,Sales Executive,Speaking; Adobe Acrobat; Adobe Creative Cloud software; Facebook,4,10,0.4,MEDIUM
1427,Sales Representative,Active Listening; Speaking; Writing; HubSpot software; IBM SPSS Statistics,5,10,0.5,MEDIUM
1428,Sales Executive,Active Listening; Reading Comprehension; Critical Thinking; Adobe Acrobat; Adobe Creative Cloud software; Bentley MicroStation; Eclipse IDE; Facebook,8,10,0.8,HIGH
1430,Research Director,Active Listening; Adobe Acrobat; Adobe Photoshop; IBM SPSS Statistics; Microsoft Access,5,10,0.5,MEDIUM
1431,Research Scientist,Reading Comprehension; Amazon Redshift; Amazon Web Services AWS CloudFormation,3,10,0.3,LOW
1433,Research Scientist,Critical Thinking; Speaking; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,4,10,0.4,MEDIUM
1434,Laboratory Technician,Google Docs; MEDITECH software,2,10,0.2,LOW
1435,Laboratory Technician,Reading Comprehension; Active Listening,2,10,0.2,LOW
1436,Sales Executive,Active Listening,1,10,0.1,LOW
1438,Research Scientist,Active Listening,1,10,0.1,LOW
1439,Sales Representative,Active Listening; Reading Comprehension; Active Learning; Apple macOS; IBM SPSS Statistics; Microsoft Office software,6,10,0.6,MEDIUM
1440,Laboratory Technician,Reading Comprehension; Critical Thinking; MEDITECH software; Microsoft Outlook,4,10,0.4,MEDIUM
1441,Research Scientist,Amazon Elastic Compute Cloud EC2; Amazon Redshift,2,10,0.2,LOW
1443,Research Director,None,0,10,0.0,LOW
1445,Sales Executive,Reading Comprehension; Monitoring; Adobe Acrobat; Adobe Creative Cloud software; Bentley MicroStation,5,10,0.5,MEDIUM
1446,Sales Executive,Speaking; Reading Comprehension; Monitoring; Adobe Acrobat; Adobe Creative Cloud software; Bentley MicroStation,6,10,0.6,MEDIUM
1447,Laboratory Technician,Speaking; Science,2,10,0.2,LOW
1448,Research Scientist,Amazon Web Services AWS CloudFormation,1,10,0.1,LOW
1449,Laboratory Technician,Speaking,1,10,0.1,LOW
1453,Sales Executive,None,0,10,0.0,LOW
1457,Sales Executive,Reading Comprehension; Adobe Creative Cloud software; Eclipse IDE; Facebook,4,10,0.4,MEDIUM
1458,Laboratory Technician,Active Listening; Speaking; MEDITECH software; Microsoft Excel; Microsoft Outlook,5,10,0.5,MEDIUM
1459,Manufacturing Director,Autodesk AutoCAD,1,10,0.1,LOW
1460,Healthcare Representative,Speaking; Apple macOS,2,10,0.2,LOW
1461,Human Resources,Speaking; Active Listening; Adobe Creative Cloud software; Adobe Illustrator; Adobe Photoshop,5,10,0.5,MEDIUM
1464,Laboratory Technician,MEDITECH software; Microsoft Excel,2,10,0.2,LOW
1465,Manufacturing Director,Active Listening; Adobe Acrobat; Autodesk AutoCAD,3,10,0.3,LOW
1466,Sales Executive,Reading Comprehension,1,10,0.1,LOW
1467,Human Resources,Reading Comprehension; Critical Thinking; Adobe Acrobat; Adobe Creative Cloud software; Adobe Illustrator; Adobe Photoshop,6,10,0.6,MEDIUM
1468,Research Director,Monitoring,1,10,0.1,LOW
1469,Sales Executive,Bentley MicroStation,1,10,0.1,LOW
1471,Laboratory Technician,MEDITECH software,1,10,0.1,LOW
1472,Research Director,None,0,10,0.0,LOW
1473,Healthcare Representative,Active Learning; Apple macOS; HubSpot software; Microsoft Excel; Microsoft Office software,5,10,0.5,MEDIUM
1474,Research Scientist,Amazon DynamoDB; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,3,10,0.3,LOW
1475,Research Scientist,Amazon Elastic Compute Cloud EC2,1,10,0.1,LOW
1477,Sales Executive,Critical Thinking; Facebook,2,10,0.2,LOW
1478,Sales Executive,Active Listening,1,10,0.1,LOW
1479,Sales Executive,Active Listening; Reading Comprehension; Critical Thinking; Facebook,4,10,0.4,MEDIUM
1480,Laboratory Technician,None,0,10,0.0,LOW
1481,Sales Executive,Active Listening; Reading Comprehension; Critical Thinking; Adobe Acrobat; Adobe Creative Cloud software,5,10,0.5,MEDIUM
1482,Research Scientist,Reading Comprehension; Active Listening; Speaking; Active Learning; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS software,7,10,0.7,HIGH
1483,Research Scientist,None,0,10,0.0,LOW
1484,Healthcare Representative,IBM SPSS Statistics,1,10,0.1,LOW
1485,Research Director,Active Listening; IBM SPSS Statistics,2,10,0.2,LOW
1486,Sales Representative,Active Listening; Active Learning; IBM SPSS Statistics; Microsoft Office software,4,10,0.4,MEDIUM
1487,Sales Executive,Critical Thinking; Adobe Acrobat,2,10,0.2,LOW
1489,Sales Executive,None,0,10,0.0,LOW
1492,Sales Representative,Active Listening; Writing; Active Learning; Apple macOS; HubSpot software; IBM SPSS Statistics; Microsoft Excel; Microsoft Office software,8,10,0.8,HIGH
1494,Laboratory Technician,Active Listening; Speaking; Science; Google Docs; MEDITECH software; Microsoft Excel,6,10,0.6,MEDIUM
1495,Sales Representative,Active Listening; Speaking; Reading Comprehension; Active Learning; Apple macOS; HubSpot software; IBM SPSS Statistics; Microsoft Excel; Microsoft Office software,9,10,0.9,HIGH
1496,Manufacturing Director,Speaking; Reading Comprehension; Adobe After Effects; Adobe Photoshop; Autodesk AutoCAD,5,10,0.5,MEDIUM
1497,Sales Executive,Speaking,1,10,0.1,LOW
1499,Human Resources,Reading Comprehension; Critical Thinking,2,10,0.2,LOW
1501,Healthcare Representative,Active Listening; Reading Comprehension; Writing; Active Learning; Microsoft Excel,5,10,0.5,MEDIUM
1502,Laboratory Technician,None,0,10,0.0,LOW
1503,Sales Executive,Critical Thinking; Adobe Creative Cloud software; Bentley MicroStation,3,10,0.3,LOW
1504,Laboratory Technician,Reading Comprehension; Critical Thinking; Speaking; Science; MEDITECH software; Microsoft Excel; Microsoft Office software,7,10,0.7,HIGH
1506,Research Scientist,Speaking; Active Learning; Amazon Elastic Compute Cloud EC2,3,10,0.3,LOW
1507,Sales Executive,Speaking; Adobe Acrobat,2,10,0.2,LOW
1509,Laboratory Technician,Active Listening; Critical Thinking; Speaking; Microsoft Excel; Microsoft Office software; Microsoft Outlook,6,10,0.6,MEDIUM
1513,Laboratory Technician,Reading Comprehension; Microsoft Excel; Microsoft Office software; Microsoft Outlook,4,10,0.4,MEDIUM
1514,Manufacturing Director,Critical Thinking,1,10,0.1,LOW
1515,Healthcare Representative,Speaking; HubSpot software; IBM SPSS Statistics; Microsoft Excel,4,10,0.4,MEDIUM
1522,Research Scientist,None,0,10,0.0,LOW
1523,Research Director,Reading Comprehension; Active Listening; IBM SPSS Statistics,3,10,0.3,LOW
1525,Manufacturing Director,Speaking; Reading Comprehension; Active Listening; Adobe Acrobat; Autodesk AutoCAD,5,10,0.5,MEDIUM
1529,Healthcare Representative,None,0,10,0.0,LOW
1533,Laboratory Technician,Speaking; Google Docs; Microsoft Excel; Microsoft Office software; Microsoft Outlook,5,10,0.5,MEDIUM
1534,Laboratory Technician,Reading Comprehension; Active Listening; Critical Thinking,3,10,0.3,LOW
1535,Sales Executive,None,0,10,0.0,LOW
1537,Research Scientist,Reading Comprehension; Active Listening; Speaking; Amazon Elastic Compute Cloud EC2,4,10,0.4,MEDIUM
1539,Research Director,Microsoft Access,1,10,0.1,LOW
1541,Sales Representative,None,0,10,0.0,LOW
1542,Laboratory Technician,Critical Thinking; Google Docs; MEDITECH software; Microsoft Excel; Microsoft Office software; Microsoft Outlook,6,10,0.6,MEDIUM
1543,Research Scientist,Critical Thinking; Active Learning; Amazon Web Services AWS software,3,10,0.3,LOW
1544,Healthcare Representative,None,0,10,0.0,LOW
1545,Manufacturing Director,Reading Comprehension; Active Listening; Adobe InDesign,3,10,0.3,LOW
1546,Research Scientist,Critical Thinking; Active Listening; Active Learning,3,10,0.3,LOW
1547,Healthcare Representative,None,0,10,0.0,LOW
1548,Sales Executive,None,0,10,0.0,LOW
1549,Laboratory Technician,Reading Comprehension,1,10,0.1,LOW
1551,Laboratory Technician,Critical Thinking; Science; Google Docs; MEDITECH software; Microsoft Excel; Microsoft Office software,6,10,0.6,MEDIUM
1552,Healthcare Representative,Active Listening; Active Learning; Microsoft Excel; Microsoft Office software,4,10,0.4,MEDIUM
1553,Healthcare Representative,None,0,10,0.0,LOW
1554,Sales Representative,None,0,10,0.0,LOW
1555,Research Scientist,Amazon Elastic Compute Cloud EC2; Amazon Redshift,2,10,0.2,LOW
1556,Sales Representative,Active Listening; Writing; Apple macOS; HubSpot software; IBM SPSS Statistics,5,10,0.5,MEDIUM
1557,Sales Executive,None,0,10,0.0,LOW
1558,Research Scientist,Critical Thinking; Speaking; Active Learning; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,6,10,0.6,MEDIUM
1560,Sales Executive,Speaking; Reading Comprehension; Adobe Creative Cloud software; Bentley MicroStation,4,10,0.4,MEDIUM
1562,Sales Executive,None,0,10,0.0,LOW
1563,Human Resources,Adobe Acrobat; Adobe Illustrator; Adobe InDesign,3,10,0.3,LOW
1564,Laboratory Technician,Reading Comprehension; Science; Microsoft Office software,3,10,0.3,LOW
1568,Sales Executive,Active Listening; Speaking; Reading Comprehension; Critical Thinking; Monitoring,5,10,0.5,MEDIUM
1569,Laboratory Technician,Critical Thinking; Science; Google Docs; MEDITECH software; Microsoft Excel,5,10,0.5,MEDIUM
1572,Manufacturing Director,None,0,10,0.0,LOW
1573,Manufacturing Director,Reading Comprehension; Adobe Acrobat; Adobe After Effects; Autodesk AutoCAD,4,10,0.4,MEDIUM
1574,Research Scientist,Critical Thinking; Reading Comprehension; Speaking; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,5,10,0.5,MEDIUM
1576,Research Scientist,Critical Thinking; Active Listening,2,10,0.2,LOW
1577,Research Scientist,Critical Thinking; Active Listening; Amazon Web Services AWS software,3,10,0.3,LOW
1580,Research Scientist,Critical Thinking; Reading Comprehension; Speaking; Amazon DynamoDB; Amazon Web Services AWS software,5,10,0.5,MEDIUM
1581,Research Scientist,Speaking; Active Learning; Amazon Redshift,3,10,0.3,LOW
1582,Sales Executive,None,0,10,0.0,LOW
1583,Sales Executive,Active Listening; Speaking; Reading Comprehension; Critical Thinking; Adobe Creative Cloud software,5,10,0.5,MEDIUM
1585,Sales Executive,Speaking; Monitoring; Eclipse IDE; Facebook,4,10,0.4,MEDIUM
1586,Laboratory Technician,Microsoft Excel,1,10,0.1,LOW
1587,Healthcare Representative,Active Listening,1,10,0.1,LOW
1588,Sales Executive,Monitoring,1,10,0.1,LOW
1590,Healthcare Representative,Active Listening; Speaking; Active Learning; Apple macOS; HubSpot software,5,10,0.5,MEDIUM
1592,Research Scientist,Active Listening; Active Learning; Amazon DynamoDB; Amazon Redshift; Amazon Web Services AWS software,5,10,0.5,MEDIUM
1594,Laboratory Technician,Critical Thinking; Science,2,10,0.2,LOW
1596,Laboratory Technician,Speaking; Microsoft Outlook,2,10,0.2,LOW
1597,Healthcare Representative,Speaking; Writing,2,10,0.2,LOW
1598,Sales Executive,Reading Comprehension; Critical Thinking; Eclipse IDE,3,10,0.3,LOW
1599,Laboratory Technician,Active Listening; Critical Thinking; Science,3,10,0.3,LOW
1601,Laboratory Technician,Active Listening; Critical Thinking; Google Docs; Microsoft Excel; Microsoft Office software,5,10,0.5,MEDIUM
1604,Laboratory Technician,Science; MEDITECH software; Microsoft Excel,3,10,0.3,LOW
1605,Research Scientist,Active Listening; Active Learning; Amazon Web Services AWS CloudFormation,3,10,0.3,LOW
1606,Healthcare Representative,None,0,10,0.0,LOW
1607,Research Scientist,Reading Comprehension; Active Listening; Amazon DynamoDB; Amazon Web Services AWS CloudFormation,4,10,0.4,MEDIUM
1608,Research Director,Active Listening,1,10,0.1,LOW
1609,Research Scientist,Speaking; Active Learning; Amazon Elastic Compute Cloud EC2; Amazon Redshift,4,10,0.4,MEDIUM
1611,Laboratory Technician,Microsoft Outlook,1,10,0.1,LOW
1612,Sales Executive,Speaking; Eclipse IDE,2,10,0.2,LOW
1613,Sales Executive,Speaking; Monitoring; Adobe Acrobat; Adobe Creative Cloud software; Bentley MicroStation; Facebook,6,10,0.6,MEDIUM
1614,Manufacturing Director,Speaking; Reading Comprehension; Adobe InDesign; Adobe Photoshop,4,10,0.4,MEDIUM
1615,Manufacturing Director,None,0,10,0.0,LOW
1617,Laboratory Technician,Speaking,1,10,0.1,LOW
1618,Manufacturing Director,Adobe After Effects; Adobe InDesign,2,10,0.2,LOW
1619,Laboratory Technician,Speaking; Science; MEDITECH software,3,10,0.3,LOW
1621,Research Scientist,Amazon DynamoDB,1,10,0.1,LOW
1622,Manufacturing Director,Speaking; Reading Comprehension; Adobe After Effects; Adobe InDesign; Adobe Photoshop,5,10,0.5,MEDIUM
1623,Research Scientist,Critical Thinking; Reading Comprehension; Active Listening; Speaking; Amazon DynamoDB; Amazon Redshift; Amazon Web Services AWS software,7,10,0.7,HIGH
1624,Sales Representative,Active Listening; Reading Comprehension; Writing; Active Learning; Microsoft Excel,5,10,0.5,MEDIUM
1627,Laboratory Technician,None,0,10,0.0,LOW
1628,Manufacturing Director,Speaking,1,10,0.1,LOW
1630,Healthcare Representative,Reading Comprehension; HubSpot software,2,10,0.2,LOW
1631,Manufacturing Director,Reading Comprehension; Adobe After Effects; Adobe Photoshop,3,10,0.3,LOW
1633,Manufacturing Director,Monitoring; Active Listening,2,10,0.2,LOW
1635,Manufacturing Director,None,0,10,0.0,LOW
1638,Manufacturing Director,Speaking,1,10,0.1,LOW
1639,Sales Executive,None,0,10,0.0,LOW
1640,Research Scientist,None,0,10,0.0,LOW
1641,Manufacturing Director,Monitoring; Active Listening; Adobe Acrobat,3,10,0.3,LOW
1642,Human Resources,None,0,10,0.0,LOW
1645,Sales Executive,Active Listening; Speaking; Reading Comprehension; Critical Thinking; Monitoring; Eclipse IDE,6,10,0.6,MEDIUM
1646,Research Scientist,Critical Thinking; Active Listening; Amazon Web Services AWS CloudFormation,3,10,0.3,LOW
1647,Research Scientist,Reading Comprehension; Speaking; Active Learning; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,5,10,0.5,MEDIUM
1648,Research Scientist,Critical Thinking; Reading Comprehension; Speaking; Active Learning; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Redshift,7,10,0.7,HIGH
1649,Laboratory Technician,Critical Thinking; Science; Microsoft Excel; Microsoft Office software,4,10,0.4,MEDIUM
1650,Sales Executive,Adobe Acrobat; Bentley MicroStation; Eclipse IDE,3,10,0.3,LOW
1651,Healthcare Representative,Active Listening; Reading Comprehension; Apple macOS; IBM SPSS Statistics; Microsoft Excel,5,10,0.5,MEDIUM
1653,Manufacturing Director,None,0,10,0.0,LOW
1654,Manufacturing Director,Critical Thinking; Adobe Acrobat; Adobe InDesign,3,10,0.3,LOW
1655,Research Director,Reading Comprehension; Monitoring; Microsoft Access,3,10,0.3,LOW
1656,Research Director,None,0,10,0.0,LOW
1657,Sales Representative,Active Listening; Reading Comprehension; Active Learning,3,10,0.3,LOW
1658,Research Scientist,None,0,10,0.0,LOW
1659,Laboratory Technician,Speaking; Science,2,10,0.2,LOW
1661,Healthcare Representative,None,0,10,0.0,LOW
1662,Manufacturing Director,Critical Thinking; Reading Comprehension; Adobe After Effects,3,10,0.3,LOW
1664,Healthcare Representative,IBM SPSS Statistics; Microsoft Office software,2,10,0.2,LOW
1666,Research Director,None,0,10,0.0,LOW
1667,Sales Executive,None,0,10,0.0,LOW
1668,Research Scientist,None,0,10,0.0,LOW
1669,Sales Executive,None,0,10,0.0,LOW
1670,Sales Executive,Monitoring; Adobe Creative Cloud software,2,10,0.2,LOW
1671,Research Scientist,None,0,10,0.0,LOW
1673,Sales Executive,Reading Comprehension; Adobe Acrobat; Bentley MicroStation; Facebook,4,10,0.4,MEDIUM
1674,Laboratory Technician,Reading Comprehension; Critical Thinking; Google Docs; Microsoft Office software,4,10,0.4,MEDIUM
1675,Laboratory Technician,Speaking; Science; Google Docs; Microsoft Office software; Microsoft Outlook,5,10,0.5,MEDIUM
1678,Sales Executive,Active Listening; Speaking; Reading Comprehension; Critical Thinking; Adobe Acrobat,5,10,0.5,MEDIUM
1680,Sales Representative,Reading Comprehension; Writing; Active Learning; HubSpot software; IBM SPSS Statistics; Microsoft Office software,6,10,0.6,MEDIUM
1681,Sales Executive,Active Listening; Reading Comprehension; Critical Thinking,3,10,0.3,LOW
1682,Healthcare Representative,Speaking; Microsoft Office software,2,10,0.2,LOW
1683,Human Resources,Speaking; Writing; Critical Thinking; Adobe Creative Cloud software; Adobe Illustrator; Adobe Photoshop,6,10,0.6,MEDIUM
1684,Laboratory Technician,Reading Comprehension; Active Listening; MEDITECH software; Microsoft Excel; Microsoft Office software; Microsoft Outlook,6,10,0.6,MEDIUM
1687,Laboratory Technician,Active Listening; Critical Thinking; Science; MEDITECH software; Microsoft Outlook,5,10,0.5,MEDIUM
1689,Healthcare Representative,Active Listening; Apple macOS; HubSpot software; Microsoft Excel,4,10,0.4,MEDIUM
1691,Sales Representative,None,0,10,0.0,LOW
1692,Laboratory Technician,Reading Comprehension; Speaking; Science; Microsoft Excel; Microsoft Office software; Microsoft Outlook,6,10,0.6,MEDIUM
1693,Laboratory Technician,Active Listening,1,10,0.1,LOW
1694,Research Scientist,Reading Comprehension; Active Learning; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,5,10,0.5,MEDIUM
1696,Laboratory Technician,None,0,10,0.0,LOW
1697,Healthcare Representative,Active Listening; Speaking; Reading Comprehension; Writing; Active Learning; Apple macOS; HubSpot software; IBM SPSS Statistics; Microsoft Excel,9,10,0.9,HIGH
1698,Laboratory Technician,Google Docs,1,10,0.1,LOW
1700,Sales Executive,Adobe Creative Cloud software; Facebook,2,10,0.2,LOW
1701,Research Scientist,None,0,10,0.0,LOW
1702,Sales Representative,Speaking; Reading Comprehension; Active Learning; IBM SPSS Statistics,4,10,0.4,MEDIUM
1703,Healthcare Representative,Writing; IBM SPSS Statistics,2,10,0.2,LOW
1704,Research Scientist,Critical Thinking; Amazon Redshift,2,10,0.2,LOW
1706,Sales Executive,None,0,10,0.0,LOW
1707,Research Scientist,Reading Comprehension; Active Listening; Speaking; Amazon DynamoDB; Amazon Web Services AWS CloudFormation,5,10,0.5,MEDIUM
1708,Sales Executive,None,0,10,0.0,LOW
1709,Laboratory Technician,Microsoft Office software; Microsoft Outlook,2,10,0.2,LOW
1710,Sales Representative,Reading Comprehension,1,10,0.1,LOW
1712,Healthcare Representative,None,0,10,0.0,LOW
1714,Human Resources,Active Listening; Adobe Creative Cloud software; Adobe InDesign,3,10,0.3,LOW
1716,Sales Executive,Critical Thinking,1,10,0.1,LOW
1718,Laboratory Technician,Reading Comprehension; Science; Microsoft Office software,3,10,0.3,LOW
1719,Research Director,None,0,10,0.0,LOW
1720,Research Scientist,Speaking; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS software,4,10,0.4,MEDIUM
1721,Laboratory Technician,Science; Microsoft Excel; Microsoft Office software,3,10,0.3,LOW
1722,Human Resources,Speaking; Active Listening; Adobe Acrobat; Adobe Illustrator; Adobe Photoshop,5,10,0.5,MEDIUM
1724,Manufacturing Director,Critical Thinking; Monitoring; Active Listening; Adobe After Effects,4,10,0.4,MEDIUM
1725,Laboratory Technician,Active Listening; Microsoft Excel; Microsoft Office software,3,10,0.3,LOW
1727,Healthcare Representative,None,0,10,0.0,LOW
1728,Manufacturing Director,Monitoring; Active Listening,2,10,0.2,LOW
1729,Research Scientist,Amazon Elastic Compute Cloud EC2,1,10,0.1,LOW
1731,Sales Executive,Active Listening; Reading Comprehension; Critical Thinking; Monitoring; Bentley MicroStation,5,10,0.5,MEDIUM
1732,Sales Executive,Reading Comprehension,1,10,0.1,LOW
1733,Sales Executive,Adobe Acrobat; Adobe Creative Cloud software; Facebook,3,10,0.3,LOW
1734,Sales Executive,Speaking; Monitoring; Adobe Creative Cloud software; Eclipse IDE; Facebook,5,10,0.5,MEDIUM
1735,Laboratory Technician,Critical Thinking; Science; Microsoft Excel; Microsoft Outlook,4,10,0.4,MEDIUM
1736,Manufacturing Director,Monitoring; Active Listening; Adobe InDesign; Autodesk AutoCAD,4,10,0.4,MEDIUM
1737,Laboratory Technician,None,0,10,0.0,LOW
1739,Sales Executive,Active Listening; Critical Thinking; Facebook,3,10,0.3,LOW
1744,Human Resources,Reading Comprehension; Active Listening; Adobe Acrobat; Adobe Creative Cloud software,4,10,0.4,MEDIUM
1745,Research Scientist,Active Listening; Amazon Web Services AWS software,2,10,0.2,LOW
1746,Human Resources,Speaking; Critical Thinking; Adobe Acrobat; Adobe Illustrator; Adobe InDesign; Adobe Photoshop,6,10,0.6,MEDIUM
1747,Human Resources,Speaking; Active Listening; Adobe Acrobat; Adobe Creative Cloud software; Adobe Illustrator; Adobe InDesign; Adobe Photoshop,7,10,0.7,HIGH
1749,Sales Executive,Active Listening; Reading Comprehension; Bentley MicroStation; Facebook,4,10,0.4,MEDIUM
1751,Research Scientist,Amazon Elastic Compute Cloud EC2,1,10,0.1,LOW
1752,Sales Representative,Reading Comprehension; Active Learning; Microsoft Office software,3,10,0.3,LOW
1753,Healthcare Representative,Active Learning; IBM SPSS Statistics; Microsoft Office software,3,10,0.3,LOW
1754,Sales Executive,Reading Comprehension; Eclipse IDE,2,10,0.2,LOW
1755,Research Scientist,Reading Comprehension; Active Learning; Amazon DynamoDB,3,10,0.3,LOW
1756,Sales Executive,None,0,10,0.0,LOW
1757,Sales Executive,Active Listening; Critical Thinking; Adobe Acrobat; Eclipse IDE,4,10,0.4,MEDIUM
1758,Sales Executive,Active Listening; Adobe Creative Cloud software; Bentley MicroStation; Facebook,4,10,0.4,MEDIUM
1760,Laboratory Technician,Reading Comprehension; Active Listening; Speaking,3,10,0.3,LOW
1761,Sales Executive,Active Listening; Speaking; Critical Thinking; Facebook,4,10,0.4,MEDIUM
1762,Research Scientist,Reading Comprehension; Active Learning; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Redshift,5,10,0.5,MEDIUM
1763,Healthcare Representative,Active Listening; Speaking; IBM SPSS Statistics,3,10,0.3,LOW
1764,Research Scientist,Speaking,1,10,0.1,LOW
1766,Healthcare Representative,Reading Comprehension; Active Learning; Apple macOS; IBM SPSS Statistics; Microsoft Office software,5,10,0.5,MEDIUM
1767,Research Scientist,Reading Comprehension; Active Listening; Speaking; Amazon Redshift; Amazon Web Services AWS CloudFormation,5,10,0.5,MEDIUM
1768,Laboratory Technician,MEDITECH software; Microsoft Excel,2,10,0.2,LOW
1770,Research Director,Science; Active Listening; ESRI ArcGIS software,3,10,0.3,LOW
1771,Research Scientist,Reading Comprehension,1,10,0.1,LOW
1772,Laboratory Technician,Reading Comprehension; Google Docs; Microsoft Office software,3,10,0.3,LOW
1774,Sales Executive,Critical Thinking,1,10,0.1,LOW
