# SYNTHETIC DATA — employee current-skill possession was not present in any source file and has been simulated using a tenure/training-based heuristic for MVP demonstration purposes only. This must NOT be presented to stakeholders as real observed skill data. Real deployment requires an actual skills inventory (HRIS export, LMS completion records, or self-assessment survey).
EmployeeNumber,skill_name,skill_type,has_skill 
1506,Amazon DynamoDB,software,1
1506,Amazon Elastic Compute Cloud EC2,software,0
1506,Amazon Redshift,software,1
1506,Amazon Web Services AWS CloudFormation,software,1
1506,Amazon Web Services AWS software,software,1
1507,Active Listening,essential,1
1507,Speaking,essential,0
1507,Reading Comprehension,essential,1
1507,Critical Thinking,essential,1
1507,Monitoring,essential,1
1507,Adobe Acrobat,software,0
1507,Adobe Creative Cloud software,software,1
1507,Bentley MicroStation,software,1
1507,Eclipse IDE,software,1
1507,Facebook,software,1
1509,Reading Comprehension,essential,1
1509,Active Listening,essential,0
1509,Critical Thinking,essential,0
1509,Speaking,essential,0
1509,Science,essential,1
1509,Google Docs,software,1
1509,MEDITECH software,software,1
1509,Microsoft Excel,software,0
1509,Microsoft Office software,software,0
1509,Microsoft Outlook,software,0
1513,Reading Comprehension,essential,0
1513,Active Listening,essential,1
1513,Critical Thinking,essential,1
1513,Speaking,essential,1
1513,Science,essential,1
1513,Google Docs,software,1
1513,MEDITECH software,software,1
1513,Microsoft Excel,software,0
1513,Microsoft Office software,software,0
1513,Microsoft Outlook,software,0
1514,Critical Thinking,essential,0
1514,Speaking,essential,1
1514,Monitoring,essential,1
1514,Reading Comprehension,essential,1
1514,Active Listening,essential,1
1514,Adobe Acrobat,software,1
1514,Adobe After Effects,software,1
1514,Adobe InDesign,software,1
1514,Adobe Photoshop,software,1
1514,Autodesk AutoCAD,software,1
1515,Active Listening,essential,1
1515,Speaking,essential,0
1515,Reading Comprehension,essential,1
1515,Writing,essential,1
1515,Active Learning,essential,1
1515,Apple macOS,software,1
1515,HubSpot software,software,0
1515,IBM SPSS Statistics,software,0
1515,Microsoft Excel,software,0
1515,Microsoft Office software,software,1
1516,N/A - Department-level analysis only,N/A,0
1520,N/A - Department-level analysis only,N/A,0
1522,Critical Thinking,essential,1
1522,Reading Comprehension,essential,1
1522,Active Listening,essential,1
1522,Speaking,essential,1
1522,Active Learning,essential,1
1522,Amazon DynamoDB,software,1
1522,Amazon Elastic Compute Cloud EC2,software,1
1522,Amazon Redshift,software,1
1522,Amazon Web Services AWS CloudFormation,software,1
1522,Amazon Web Services AWS software,software,1
1523,Science,essential,1
1523,Reading Comprehension,essential,0
1523,Active Listening,essential,0
1523,Critical Thinking,essential,1
1523,Monitoring,essential,1
1523,Adobe Acrobat,software,1
1523,Adobe Photoshop,software,1
1523,ESRI ArcGIS software,software,1
1523,IBM SPSS Statistics,software,0
1523,Microsoft Access,software,1
1525,Critical Thinking,essential,1
1525,Speaking,essential,0
1525,Monitoring,essential,1
1525,Reading Comprehension,essential,0
1525,Active Listening,essential,0
1525,Adobe Acrobat,software,0
1525,Adobe After Effects,software,1
1525,Adobe InDesign,software,1
1525,Adobe Photoshop,software,1
1525,Autodesk AutoCAD,software,0
1527,N/A - Department-level analysis only,N/A,0
1529,Active Listening,essential,1
1529,Speaking,essential,1
1529,Reading Comprehension,essential,1
1529,Writing,essential,1
1529,Active Learning,essential,1
1529,Apple macOS,software,1
1529,HubSpot software,software,1
1529,IBM SPSS Statistics,software,1
1529,Microsoft Excel,software,1
1529,Microsoft Office software,software,1
1533,Reading Comprehension,essential,1
1533,Active Listening,essential,1
1533,Critical Thinking,essential,1
1533,Speaking,essential,0
1533,Science,essential,1
1533,Google Docs,software,0
1533,MEDITECH software,software,1
1533,Microsoft Excel,software,0
1533,Microsoft Office software,software,0
1533,Microsoft Outlook,software,0
1534,Reading Comprehension,essential,0
1534,Active Listening,essential,0
1534,Critical Thinking,essential,0
1534,Speaking,essential,1
1534,Science,essential,1
1534,Google Docs,software,1
1534,MEDITECH software,software,1
1534,Microsoft Excel,software,1
1534,Microsoft Office software,software,1
1534,Microsoft Outlook,software,1
1535,Active Listening,essential,1
1535,Speaking,essential,1
1535,Reading Comprehension,essential,1
1535,Critical Thinking,essential,1
1535,Monitoring,essential,1
1535,Adobe Acrobat,software,1
1535,Adobe Creative Cloud software,software,1
1535,Bentley MicroStation,software,1
1535,Eclipse IDE,software,1
1535,Facebook,software,1
1537,Critical Thinking,essential,1
1537,Reading Comprehension,essential,0
1537,Active Listening,essential,0
1537,Speaking,essential,0
1537,Active Learning,essential,1
1537,Amazon DynamoDB,software,1
1537,Amazon Elastic Compute Cloud EC2,software,0
1537,Amazon Redshift,software,1
1537,Amazon Web Services AWS CloudFormation,software,1
1537,Amazon Web Services AWS software,software,1
1539,Science,essential,1
1539,Reading Comprehension,essential,1
1539,Active Listening,essential,1
1539,Critical Thinking,essential,1
1539,Monitoring,essential,1
1539,Adobe Acrobat,software,1
1539,Adobe Photoshop,software,1
1539,ESRI ArcGIS software,software,1
1539,IBM SPSS Statistics,software,1
1539,Microsoft Access,software,0
1541,Active Listening,essential,1
1541,Speaking,essential,1
1541,Reading Comprehension,essential,1
1541,Writing,essential,1
1541,Active Learning,essential,1
1541,Apple macOS,software,1
1541,HubSpot software,software,1
1541,IBM SPSS Statistics,software,1
1541,Microsoft Excel,software,1
1541,Microsoft Office software,software,1
1542,Reading Comprehension,essential,1
1542,Active Listening,essential,1
1542,Critical Thinking,essential,0
1542,Speaking,essential,1
1542,Science,essential,1
1542,Google Docs,software,0
1542,MEDITECH software,software,0
1542,Microsoft Excel,software,0
1542,Microsoft Office software,software,0
1542,Microsoft Outlook,software,0
1543,Critical Thinking,essential,0
1543,Reading Comprehension,essential,1
1543,Active Listening,essential,1
1543,Speaking,essential,1
1543,Active Learning,essential,0
1543,Amazon DynamoDB,software,1
1543,Amazon Elastic Compute Cloud EC2,software,1
1543,Amazon Redshift,software,1
1543,Amazon Web Services AWS CloudFormation,software,1
1543,Amazon Web Services AWS software,software,0
1544,Active Listening,essential,1
1544,Speaking,essential,1
1544,Reading Comprehension,essential,1
1544,Writing,essential,1
1544,Active Learning,essential,1
1544,Apple macOS,software,1
1544,HubSpot software,software,1
1544,IBM SPSS Statistics,software,1
1544,Microsoft Excel,software,1
1544,Microsoft Office software,software,1
1545,Critical Thinking,essential,1
1545,Speaking,essential,1
1545,Monitoring,essential,1
1545,Reading Comprehension,essential,0
1545,Active Listening,essential,0
1545,Adobe Acrobat,software,1
1545,Adobe After Effects,software,1
1545,Adobe InDesign,software,0
1545,Adobe Photoshop,software,1
1545,Autodesk AutoCAD,software,1
1546,Critical Thinking,essential,0
1546,Reading Comprehension,essential,1
1546,Active Listening,essential,0
1546,Speaking,essential,1
1546,Active Learning,essential,0
1546,Amazon DynamoDB,software,1
1546,Amazon Elastic Compute Cloud EC2,software,1
1546,Amazon Redshift,software,1
1546,Amazon Web Services AWS CloudFormation,software,1
1546,Amazon Web Services AWS software,software,1
1547,Active Listening,essential,1
1547,Speaking,essential,1
1547,Reading Comprehension,essential,1
1547,Writing,essential,1
1547,Active Learning,essential,1
1547,Apple macOS,software,1
1547,HubSpot software,software,1
1547,IBM SPSS Statistics,software,1
1547,Microsoft Excel,software,1
1547,Microsoft Office software,software,1
1548,Active Listening,essential,1
1548,Speaking,essential,1
1548,Reading Comprehension,essential,1
1548,Critical Thinking,essential,1
1548,Monitoring,essential,1
1548,Adobe Acrobat,software,1
1548,Adobe Creative Cloud software,software,1
1548,Bentley MicroStation,software,1
1548,Eclipse IDE,software,1
1548,Facebook,software,1
1549,Reading Comprehension,essential,0
1549,Active Listening,essential,1
1549,Critical Thinking,essential,1
1549,Speaking,essential,1
1549,Science,essential,1
1549,Google Docs,software,1
1549,MEDITECH software,software,1
1549,Microsoft Excel,software,1
1549,Microsoft Office software,software,1
1549,Microsoft Outlook,software,1
1550,N/A - Department-level analysis only,N/A,0
1551,Reading Comprehension,essential,1
1551,Active Listening,essential,1
1551,Critical Thinking,essential,0
1551,Speaking,essential,1
1551,Science,essential,0
1551,Google Docs,software,0
1551,MEDITECH software,software,0
1551,Microsoft Excel,software,0
1551,Microsoft Office software,software,0
1551,Microsoft Outlook,software,1
1552,Active Listening,essential,0
1552,Speaking,essential,1
1552,Reading Comprehension,essential,1
1552,Writing,essential,1
1552,Active Learning,essential,0
1552,Apple macOS,software,1
1552,HubSpot software,software,1
1552,IBM SPSS Statistics,software,1
1552,Microsoft Excel,software,0
1552,Microsoft Office software,software,0
1553,Active Listening,essential,1
1553,Speaking,essential,1
1553,Reading Comprehension,essential,1
1553,Writing,essential,1
1553,Active Learning,essential,1
1553,Apple macOS,software,1
1553,HubSpot software,software,1
1553,IBM SPSS Statistics,software,1
1553,Microsoft Excel,software,1
1553,Microsoft Office software,software,1
1554,Active Listening,essential,1
1554,Speaking,essential,1
1554,Reading Comprehension,essential,1
1554,Writing,essential,1
1554,Active Learning,essential,1
1554,Apple macOS,software,1
1554,HubSpot software,software,1
1554,IBM SPSS Statistics,software,1
1554,Microsoft Excel,software,1
1554,Microsoft Office software,software,1
1555,Critical Thinking,essential,1
1555,Reading Comprehension,essential,1
1555,Active Listening,essential,1
1555,Speaking,essential,1
1555,Active Learning,essential,1
1555,Amazon DynamoDB,software,1
1555,Amazon Elastic Compute Cloud EC2,software,0
1555,Amazon Redshift,software,0
1555,Amazon Web Services AWS CloudFormation,software,1
1555,Amazon Web Services AWS software,software,1
1556,Active Listening,essential,0
1556,Speaking,essential,1
1556,Reading Comprehension,essential,1
1556,Writing,essential,0
1556,Active Learning,essential,1
1556,Apple macOS,software,0
1556,HubSpot software,software,0
1556,IBM SPSS Statistics,software,0
1556,Microsoft Excel,software,1
1556,Microsoft Office software,software,1
1557,Active Listening,essential,1
1557,Speaking,essential,1
1557,Reading Comprehension,essential,1
1557,Critical Thinking,essential,1
1557,Monitoring,essential,1
1557,Adobe Acrobat,software,1
1557,Adobe Creative Cloud software,software,1
1557,Bentley MicroStation,software,1
1557,Eclipse IDE,software,1
1557,Facebook,software,1
1558,Critical Thinking,essential,0
1558,Reading Comprehension,essential,1
1558,Active Listening,essential,1
1558,Speaking,essential,0
1558,Active Learning,essential,0
1558,Amazon DynamoDB,software,0
1558,Amazon Elastic Compute Cloud EC2,software,0
1558,Amazon Redshift,software,1
1558,Amazon Web Services AWS CloudFormation,software,0
1558,Amazon Web Services AWS software,software,1
1560,Active Listening,essential,1
1560,Speaking,essential,0
1560,Reading Comprehension,essential,0
1560,Critical Thinking,essential,1
1560,Monitoring,essential,1
1560,Adobe Acrobat,software,1
1560,Adobe Creative Cloud software,software,0
1560,Bentley MicroStation,software,0
1560,Eclipse IDE,software,1
1560,Facebook,software,1
1562,Active Listening,essential,1
1562,Speaking,essential,1
1562,Reading Comprehension,essential,1
1562,Critical Thinking,essential,1
1562,Monitoring,essential,1
1562,Adobe Acrobat,software,1
1562,Adobe Creative Cloud software,software,1
1562,Bentley MicroStation,software,1
1562,Eclipse IDE,software,1
1562,Facebook,software,1
1563,Speaking,essential,1
1563,Reading Comprehension,essential,1
1563,Active Listening,essential,1
1563,Writing,essential,1
1563,Critical Thinking,essential,1
1563,Adobe Acrobat,software,0
1563,Adobe Creative Cloud software,software,1
1563,Adobe Illustrator,software,0
1563,Adobe InDesign,software,0
1563,Adobe Photoshop,software,1
1564,Reading Comprehension,essential,0
1564,Active Listening,essential,1
1564,Critical Thinking,essential,1
1564,Speaking,essential,1
1564,Science,essential,0
1564,Google Docs,software,1
1564,MEDITECH software,software,1
1564,Microsoft Excel,software,1
1564,Microsoft Office software,software,0
1564,Microsoft Outlook,software,1
1568,Active Listening,essential,0
1568,Speaking,essential,0
1568,Reading Comprehension,essential,0
1568,Critical Thinking,essential,0
1568,Monitoring,essential,0
1568,Adobe Acrobat,software,1
1568,Adobe Creative Cloud software,software,1
1568,Bentley MicroStation,software,1
1568,Eclipse IDE,software,1
1568,Facebook,software,1
1569,Reading Comprehension,essential,1
1569,Active Listening,essential,1
1569,Critical Thinking,essential,0
1569,Speaking,essential,1
1569,Science,essential,0
1569,Google Docs,software,0
1569,MEDITECH software,software,0
1569,Microsoft Excel,software,0
1569,Microsoft Office software,software,1
1569,Microsoft Outlook,software,1
1572,Critical Thinking,essential,1
1572,Speaking,essential,1
1572,Monitoring,essential,1
1572,Reading Comprehension,essential,1
1572,Active Listening,essential,1
1572,Adobe Acrobat,software,1
1572,Adobe After Effects,software,1
1572,Adobe InDesign,software,1
1572,Adobe Photoshop,software,1
1572,Autodesk AutoCAD,software,1
1573,Critical Thinking,essential,1
1573,Speaking,essential,1
1573,Monitoring,essential,1
1573,Reading Comprehension,essential,0
1573,Active Listening,essential,1
1573,Adobe Acrobat,software,0
1573,Adobe After Effects,software,0
1573,Adobe InDesign,software,1
1573,Adobe Photoshop,software,1
1573,Autodesk AutoCAD,software,0
1574,Critical Thinking,essential,0
1574,Reading Comprehension,essential,0
1574,Active Listening,essential,1
1574,Speaking,essential,0
1574,Active Learning,essential,1
1574,Amazon DynamoDB,software,1
1574,Amazon Elastic Compute Cloud EC2,software,0
1574,Amazon Redshift,software,1
1574,Amazon Web Services AWS CloudFormation,software,0
1574,Amazon Web Services AWS software,software,1
1576,Critical Thinking,essential,0
1576,Reading Comprehension,essential,1
1576,Active Listening,essential,0
1576,Speaking,essential,1
1576,Active Learning,essential,1
1576,Amazon DynamoDB,software,1
1576,Amazon Elastic Compute Cloud EC2,software,1
1576,Amazon Redshift,software,1
1576,Amazon Web Services AWS CloudFormation,software,1
1576,Amazon Web Services AWS software,software,1
1577,Critical Thinking,essential,0
1577,Reading Comprehension,essential,1
1577,Active Listening,essential,0
1577,Speaking,essential,1
1577,Active Learning,essential,1
1577,Amazon DynamoDB,software,1
1577,Amazon Elastic Compute Cloud EC2,software,1
1577,Amazon Redshift,software,1
1577,Amazon Web Services AWS CloudFormation,software,1
1577,Amazon Web Services AWS software,software,0
1578,N/A - Department-level analysis only,N/A,0
1580,Critical Thinking,essential,0
1580,Reading Comprehension,essential,0
1580,Active Listening,essential,1
1580,Speaking,essential,0
1580,Active Learning,essential,1
1580,Amazon DynamoDB,software,0
1580,Amazon Elastic Compute Cloud EC2,software,1
1580,Amazon Redshift,software,1
1580,Amazon Web Services AWS CloudFormation,software,1
1580,Amazon Web Services AWS software,software,0
1581,Critical Thinking,essential,1
1581,Reading Comprehension,essential,1
1581,Active Listening,essential,1
1581,Speaking,essential,0
1581,Active Learning,essential,0
1581,Amazon DynamoDB,software,1
1581,Amazon Elastic Compute Cloud EC2,software,1
1581,Amazon Redshift,software,0
1581,Amazon Web Services AWS CloudFormation,software,1
1581,Amazon Web Services AWS software,software,1
1582,Active Listening,essential,1
1582,Speaking,essential,1
1582,Reading Comprehension,essential,1
1582,Critical Thinking,essential,1
1582,Monitoring,essential,1
1582,Adobe Acrobat,software,1
1582,Adobe Creative Cloud software,software,1
1582,Bentley MicroStation,software,1
1582,Eclipse IDE,software,1
1582,Facebook,software,1
1583,Active Listening,essential,0
1583,Speaking,essential,0
1583,Reading Comprehension,essential,0
1583,Critical Thinking,essential,0
1583,Monitoring,essential,1
1583,Adobe Acrobat,software,1
1583,Adobe Creative Cloud software,software,0
1583,Bentley MicroStation,software,1
1583,Eclipse IDE,software,1
1583,Facebook,software,1
1585,Active Listening,essential,1
1585,Speaking,essential,0
1585,Reading Comprehension,essential,1
1585,Critical Thinking,essential,1
1585,Monitoring,essential,0
1585,Adobe Acrobat,software,1
1585,Adobe Creative Cloud software,software,1
1585,Bentley MicroStation,software,1
1585,Eclipse IDE,software,0
1585,Facebook,software,0
1586,Reading Comprehension,essential,1
1586,Active Listening,essential,1
1586,Critical Thinking,essential,1
1586,Speaking,essential,1
1586,Science,essential,1
1586,Google Docs,software,1
1586,MEDITECH software,software,1
1586,Microsoft Excel,software,0
1586,Microsoft Office software,software,1
1586,Microsoft Outlook,software,1
1587,Active Listening,essential,0
1587,Speaking,essential,1
1587,Reading Comprehension,essential,1
1587,Writing,essential,1
1587,Active Learning,essential,1
1587,Apple macOS,software,1
1587,HubSpot software,software,1
1587,IBM SPSS Statistics,software,1
1587,Microsoft Excel,software,1
1587,Microsoft Office software,software,1
1588,Active Listening,essential,1
1588,Speaking,essential,1
1588,Reading Comprehension,essential,1
1588,Critical Thinking,essential,1
1588,Monitoring,essential,0
1588,Adobe Acrobat,software,1
1588,Adobe Creative Cloud software,software,1
1588,Bentley MicroStation,software,1
1588,Eclipse IDE,software,1
1588,Facebook,software,1
1590,Active Listening,essential,0
1590,Speaking,essential,0
1590,Reading Comprehension,essential,1
1590,Writing,essential,1
1590,Active Learning,essential,0
1590,Apple macOS,software,0
1590,HubSpot software,software,0
1590,IBM SPSS Statistics,software,1
1590,Microsoft Excel,software,1
1590,Microsoft Office software,software,1
1591,N/A - Department-level analysis only,N/A,0
1592,Critical Thinking,essential,1
1592,Reading Comprehension,essential,1
1592,Active Listening,essential,0
1592,Speaking,essential,1
1592,Active Learning,essential,0
1592,Amazon DynamoDB,software,0
1592,Amazon Elastic Compute Cloud EC2,software,1
1592,Amazon Redshift,software,0
1592,Amazon Web Services AWS CloudFormation,software,1
1592,Amazon Web Services AWS software,software,0
1594,Reading Comprehension,essential,1
1594,Active Listening,essential,1
1594,Critical Thinking,essential,0
1594,Speaking,essential,1
1594,Science,essential,0
1594,Google Docs,software,1
1594,MEDITECH software,software,1
1594,Microsoft Excel,software,1
1594,Microsoft Office software,software,1
1594,Microsoft Outlook,software,1
1595,N/A - Department-level analysis only,N/A,0
1596,Reading Comprehension,essential,1
1596,Active Listening,essential,1
1596,Critical Thinking,essential,1
1596,Speaking,essential,0
1596,Science,essential,1
1596,Google Docs,software,1
1596,MEDITECH software,software,1
1596,Microsoft Excel,software,1
1596,Microsoft Office software,software,1
1596,Microsoft Outlook,software,0
1597,Active Listening,essential,1
1597,Speaking,essential,0
1597,Reading Comprehension,essential,1
1597,Writing,essential,0
1597,Active Learning,essential,1
1597,Apple macOS,software,1
1597,HubSpot software,software,1
1597,IBM SPSS Statistics,software,1
1597,Microsoft Excel,software,1
1597,Microsoft Office software,software,1
1598,Active Listening,essential,1
1598,Speaking,essential,1
1598,Reading Comprehension,essential,0
1598,Critical Thinking,essential,0
1598,Monitoring,essential,1
1598,Adobe Acrobat,software,1
1598,Adobe Creative Cloud software,software,1
1598,Bentley MicroStation,software,1
1598,Eclipse IDE,software,0
1598,Facebook,software,1
1599,Reading Comprehension,essential,1
1599,Active Listening,essential,0
1599,Critical Thinking,essential,0
1599,Speaking,essential,1
1599,Science,essential,0
1599,Google Docs,software,1
1599,MEDITECH software,software,1
1599,Microsoft Excel,software,1
1599,Microsoft Office software,software,1
1599,Microsoft Outlook,software,1
1601,Reading Comprehension,essential,1
1601,Active Listening,essential,0
1601,Critical Thinking,essential,0
1601,Speaking,essential,1
1601,Science,essential,1
1601,Google Docs,software,0
1601,MEDITECH software,software,1
1601,Microsoft Excel,software,0
1601,Microsoft Office software,software,0
1601,Microsoft Outlook,software,1
1602,N/A - Department-level analysis only,N/A,0
1604,Reading Comprehension,essential,1
1604,Active Listening,essential,1
1604,Critical Thinking,essential,1
1604,Speaking,essential,1
1604,Science,essential,0
1604,Google Docs,software,1
1604,MEDITECH software,software,0
1604,Microsoft Excel,software,0
1604,Microsoft Office software,software,1
1604,Microsoft Outlook,software,1
1605,Critical Thinking,essential,1
1605,Reading Comprehension,essential,1
1605,Active Listening,essential,0
1605,Speaking,essential,1
1605,Active Learning,essential,0
1605,Amazon DynamoDB,software,1
1605,Amazon Elastic Compute Cloud EC2,software,1
1605,Amazon Redshift,software,1
1605,Amazon Web Services AWS CloudFormation,software,0
1605,Amazon Web Services AWS software,software,1
1606,Active Listening,essential,1
1606,Speaking,essential,1
1606,Reading Comprehension,essential,1
1606,Writing,essential,1
1606,Active Learning,essential,1
1606,Apple macOS,software,1
1606,HubSpot software,software,1
1606,IBM SPSS Statistics,software,1
1606,Microsoft Excel,software,1
1606,Microsoft Office software,software,1
1607,Critical Thinking,essential,1
1607,Reading Comprehension,essential,0
1607,Active Listening,essential,0
1607,Speaking,essential,1
1607,Active Learning,essential,1
1607,Amazon DynamoDB,software,0
1607,Amazon Elastic Compute Cloud EC2,software,1
1607,Amazon Redshift,software,1
1607,Amazon Web Services AWS CloudFormation,software,0
1607,Amazon Web Services AWS software,software,1
1608,Science,essential,1
1608,Reading Comprehension,essential,1
1608,Active Listening,essential,0
1608,Critical Thinking,essential,1
1608,Monitoring,essential,1
1608,Adobe Acrobat,software,1
1608,Adobe Photoshop,software,1
1608,ESRI ArcGIS software,software,1
1608,IBM SPSS Statistics,software,1
1608,Microsoft Access,software,1
1609,Critical Thinking,essential,1
1609,Reading Comprehension,essential,1
1609,Active Listening,essential,1
1609,Speaking,essential,0
1609,Active Learning,essential,0
1609,Amazon DynamoDB,software,1
1609,Amazon Elastic Compute Cloud EC2,software,0
1609,Amazon Redshift,software,0
1609,Amazon Web Services AWS CloudFormation,software,1
1609,Amazon Web Services AWS software,software,1
1611,Reading Comprehension,essential,1
1611,Active Listening,essential,1
1611,Critical Thinking,essential,1
1611,Speaking,essential,1
1611,Science,essential,1
1611,Google Docs,software,1
1611,MEDITECH software,software,1
1611,Microsoft Excel,software,1
1611,Microsoft Office software,software,1
1611,Microsoft Outlook,software,0
1612,Active Listening,essential,1
1612,Speaking,essential,0
1612,Reading Comprehension,essential,1
1612,Critical Thinking,essential,1
1612,Monitoring,essential,1
1612,Adobe Acrobat,software,1
1612,Adobe Creative Cloud software,software,1
1612,Bentley MicroStation,software,1
1612,Eclipse IDE,software,0
1612,Facebook,software,1
1613,Active Listening,essential,1
1613,Speaking,essential,0
1613,Reading Comprehension,essential,1
1613,Critical Thinking,essential,1
1613,Monitoring,essential,0
1613,Adobe Acrobat,software,0
1613,Adobe Creative Cloud software,software,0
1613,Bentley MicroStation,software,0
1613,Eclipse IDE,software,1
1613,Facebook,software,0
1614,Critical Thinking,essential,1
1614,Speaking,essential,0
1614,Monitoring,essential,1
1614,Reading Comprehension,essential,0
1614,Active Listening,essential,1
1614,Adobe Acrobat,software,1
1614,Adobe After Effects,software,1
1614,Adobe InDesign,software,0
1614,Adobe Photoshop,software,0
1614,Autodesk AutoCAD,software,1
1615,Critical Thinking,essential,1
1615,Speaking,essential,1
1615,Monitoring,essential,1
1615,Reading Comprehension,essential,1
1615,Active Listening,essential,1
1615,Adobe Acrobat,software,1
1615,Adobe After Effects,software,1
1615,Adobe InDesign,software,1
1615,Adobe Photoshop,software,1
1615,Autodesk AutoCAD,software,1
1617,Reading Comprehension,essential,1
1617,Active Listening,essential,1
1617,Critical Thinking,essential,1
1617,Speaking,essential,0
1617,Science,essential,1
1617,Google Docs,software,1
1617,MEDITECH software,software,1
1617,Microsoft Excel,software,1
1617,Microsoft Office software,software,1
1617,Microsoft Outlook,software,1
1618,Critical Thinking,essential,1
1618,Speaking,essential,1
1618,Monitoring,essential,1
1618,Reading Comprehension,essential,1
1618,Active Listening,essential,1
1618,Adobe Acrobat,software,1
1618,Adobe After Effects,software,0
1618,Adobe InDesign,software,0
1618,Adobe Photoshop,software,1
1618,Autodesk AutoCAD,software,1
1619,Reading Comprehension,essential,1
1619,Active Listening,essential,1
1619,Critical Thinking,essential,1
1619,Speaking,essential,0
1619,Science,essential,0
1619,Google Docs,software,1
1619,MEDITECH software,software,0
1619,Microsoft Excel,software,1
1619,Microsoft Office software,software,1
1619,Microsoft Outlook,software,1
1621,Critical Thinking,essential,1
1621,Reading Comprehension,essential,1
1621,Active Listening,essential,1
1621,Speaking,essential,1
1621,Active Learning,essential,1
1621,Amazon DynamoDB,software,0
1621,Amazon Elastic Compute Cloud EC2,software,1
1621,Amazon Redshift,software,1
1621,Amazon Web Services AWS CloudFormation,software,1
1621,Amazon Web Services AWS software,software,1
1622,Critical Thinking,essential,1
1622,Speaking,essential,0
1622,Monitoring,essential,1
1622,Reading Comprehension,essential,0
1622,Active Listening,essential,1
1622,Adobe Acrobat,software,1
1622,Adobe After Effects,software,0
1622,Adobe InDesign,software,0
1622,Adobe Photoshop,software,0
1622,Autodesk AutoCAD,software,1
1623,Critical Thinking,essential,0
1623,Reading Comprehension,essential,0
1623,Active Listening,essential,0
1623,Speaking,essential,0
1623,Active Learning,essential,1
1623,Amazon DynamoDB,software,0
1623,Amazon Elastic Compute Cloud EC2,software,1
1623,Amazon Redshift,software,0
1623,Amazon Web Services AWS CloudFormation,software,1
1623,Amazon Web Services AWS software,software,0
1624,Active Listening,essential,0
1624,Speaking,essential,1
1624,Reading Comprehension,essential,0
1624,Writing,essential,0
1624,Active Learning,essential,0
1624,Apple macOS,software,1
1624,HubSpot software,software,1
1624,IBM SPSS Statistics,software,1
1624,Microsoft Excel,software,0
1624,Microsoft Office software,software,1
1625,N/A - Department-level analysis only,N/A,0
1627,Reading Comprehension,essential,1
1627,Active Listening,essential,1
1627,Critical Thinking,essential,1
1627,Speaking,essential,1
1627,Science,essential,1
1627,Google Docs,software,1
1627,MEDITECH software,software,1
1627,Microsoft Excel,software,1
1627,Microsoft Office software,software,1
1627,Microsoft Outlook,software,1
1628,Critical Thinking,essential,1
1628,Speaking,essential,0
1628,Monitoring,essential,1
1628,Reading Comprehension,essential,1
1628,Active Listening,essential,1
1628,Adobe Acrobat,software,1
1628,Adobe After Effects,software,1
1628,Adobe InDesign,software,1
1628,Adobe Photoshop,software,1
1628,Autodesk AutoCAD,software,1
1630,Active Listening,essential,1
1630,Speaking,essential,1
1630,Reading Comprehension,essential,0
1630,Writing,essential,1
1630,Active Learning,essential,1
1630,Apple macOS,software,1
1630,HubSpot software,software,0
1630,IBM SPSS Statistics,software,1
1630,Microsoft Excel,software,1
1630,Microsoft Office software,software,1
1631,Critical Thinking,essential,1
1631,Speaking,essential,1
1631,Monitoring,essential,1
1631,Reading Comprehension,essential,0
1631,Active Listening,essential,1
1631,Adobe Acrobat,software,1
1631,Adobe After Effects,software,0
1631,Adobe InDesign,software,1
1631,Adobe Photoshop,software,0
1631,Autodesk AutoCAD,software,1
1633,Critical Thinking,essential,1
1633,Speaking,essential,1
1633,Monitoring,essential,0
1633,Reading Comprehension,essential,1
1633,Active Listening,essential,0
1633,Adobe Acrobat,software,1
1633,Adobe After Effects,software,1
1633,Adobe InDesign,software,1
1633,Adobe Photoshop,software,1
1633,Autodesk AutoCAD,software,1
1635,Critical Thinking,essential,1
1635,Speaking,essential,1
1635,Monitoring,essential,1
1635,Reading Comprehension,essential,1
1635,Active Listening,essential,1
1635,Adobe Acrobat,software,1
1635,Adobe After Effects,software,1
1635,Adobe InDesign,software,1
1635,Adobe Photoshop,software,1
1635,Autodesk AutoCAD,software,1
1638,Critical Thinking,essential,1
1638,Speaking,essential,0
1638,Monitoring,essential,1
1638,Reading Comprehension,essential,1
1638,Active Listening,essential,1
1638,Adobe Acrobat,software,1
1638,Adobe After Effects,software,1
1638,Adobe InDesign,software,1
1638,Adobe Photoshop,software,1
1638,Autodesk AutoCAD,software,1
1639,Active Listening,essential,1
1639,Speaking,essential,1
1639,Reading Comprehension,essential,1
1639,Critical Thinking,essential,1
1639,Monitoring,essential,1
1639,Adobe Acrobat,software,1
1639,Adobe Creative Cloud software,software,1
1639,Bentley MicroStation,software,1
1639,Eclipse IDE,software,1
1639,Facebook,software,1
1640,Critical Thinking,essential,1
1640,Reading Comprehension,essential,1
1640,Active Listening,essential,1
1640,Speaking,essential,1
1640,Active Learning,essential,1
1640,Amazon DynamoDB,software,1
1640,Amazon Elastic Compute Cloud EC2,software,1
1640,Amazon Redshift,software,1
1640,Amazon Web Services AWS CloudFormation,software,1
1640,Amazon Web Services AWS software,software,1
1641,Critical Thinking,essential,1
1641,Speaking,essential,1
1641,Monitoring,essential,0
1641,Reading Comprehension,essential,1
1641,Active Listening,essential,0
